person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,person_age,person_income,loan_amnt,cb_person_cred_hist_length,loan_status
female,Associate,3,RENT,DEBTCONSOLIDATION,6.93,0.2,640,No,26,44117,9000,4,0
male,Associate,4,RENT,HOMEIMPROVEMENT,16.06,0.09,638,Yes,27,78921,7000,9,0
male,High School,0,MORTGAGE,MEDICAL,14.51,0.03,609,Yes,23,79166,2500,2,0
male,Associate,22,RENT,PERSONAL,11.45,0.2,647,Yes,42,61093,12000,18,0
female,Bachelor,5,RENT,DEBTCONSOLIDATION,10.26,0.13,526,Yes,26,45959,6000,3,0
male,Bachelor,19,MORTGAGE,VENTURE,10.42,0.08,583,Yes,39,128038,10071,10,0
male,High School,0,RENT,EDUCATION,9.51,0.22,557,Yes,23,50839,11000,3,0
female,Bachelor,12,RENT,DEBTCONSOLIDATION,9.45,0.09,654,Yes,32,47776,4500,7,0
male,Bachelor,4,MORTGAGE,PERSONAL,5.42,0.05,616,Yes,26,70235,3405,4,0
male,Bachelor,8,MORTGAGE,PERSONAL,9.61,0.11,622,Yes,35,141538,15000,8,0
female,High School,0,MORTGAGE,DEBTCONSOLIDATION,7.14,0.11,590,Yes,22,72875,8000,3,0
male,Associate,0,MORTGAGE,EDUCATION,6.08,0.04,638,No,23,84629,3477,4,0
female,Bachelor,12,MORTGAGE,MEDICAL,9.21,0.03,673,Yes,36,84541,2926,12,0
male,Associate,23,RENT,MEDICAL,10.99,0.08,685,No,44,144848,12000,11,0
male,Associate,10,MORTGAGE,EDUCATION,9.54,0.25,621,Yes,36,39421,9692,11,0
female,Associate,5,RENT,PERSONAL,9.33,0.15,540,Yes,28,45318,7000,8,0
female,Bachelor,1,MORTGAGE,EDUCATION,10.44,0.15,618,Yes,24,67119,10000,2,0
female,High School,3,MORTGAGE,HOMEIMPROVEMENT,11.67,0.07,599,Yes,28,72828,4800,9,0
male,Master,5,RENT,VENTURE,10.26,0.05,710,No,28,56168,3000,6,0
male,Bachelor,2,MORTGAGE,EDUCATION,14.68,0.07,700,No,27,52470,3600,4,0
female,High School,1,RENT,MEDICAL,13.03,0.2,655,Yes,25,39486,8000,3,0
female,Associate,0,RENT,MEDICAL,12.53,0.14,577,No,22,84858,12000,3,0
male,Bachelor,0,RENT,MEDICAL,6.89,0.12,621,No,22,91000,10600,3,0
female,High School,11,MORTGAGE,MEDICAL,12.36,0.15,625,No,34,167032,25000,7,0
male,Bachelor,0,MORTGAGE,PERSONAL,11.01,0.04,658,Yes,23,134496,5000,4,0
male,High School,6,MORTGAGE,EDUCATION,11.01,0.17,675,No,29,88426,15000,7,0
male,Doctorate,13,MORTGAGE,DEBTCONSOLIDATION,12.21,0.13,612,Yes,34,79624,10686,8,0
male,Master,7,RENT,MEDICAL,12.03,0.1,731,Yes,27,50941,4882,5,0
male,Bachelor,0,RENT,MEDICAL,12.17,0.21,661,Yes,23,61118,13000,3,0
male,Master,7,RENT,EDUCATION,15.05,0.18,663,Yes,35,56362,10000,6,0
male,Associate,0,MORTGAGE,DEBTCONSOLIDATION,11.47,0.09,667,Yes,24,44097,4000,3,0
female,Master,0,RENT,PERSONAL,12.09,0.12,670,Yes,22,58551,7228,4,0
female,Master,2,RENT,VENTURE,13.52,0.14,691,Yes,24,96994,14000,3,0
male,Associate,5,RENT,EDUCATION,12.46,0.15,614,Yes,26,78938,12000,6,0
male,High School,11,MORTGAGE,EDUCATION,7.53,0.01,669,Yes,36,102038,1000,16,0
female,Associate,0,MORTGAGE,VENTURE,11.16,0.17,660,Yes,23,68831,12000,3,0
female,Bachelor,3,RENT,DEBTCONSOLIDATION,9.34,0.06,660,No,27,43128,2520,3,0
female,High School,0,RENT,MEDICAL,14.82,0.24,688,No,23,84746,20000,4,0
male,Associate,3,MORTGAGE,EDUCATION,12.29,0.03,584,Yes,25,75417,2074,3,0
male,High School,2,RENT,PERSONAL,12.97,0.16,648,No,23,54982,9000,4,0
female,High School,14,MORTGAGE,EDUCATION,7.57,0.21,601,Yes,37,61685,12706,13,0
female,Bachelor,1,RENT,PERSONAL,6.39,0.08,682,Yes,24,70869,6000,4,0
male,Bachelor,0,RENT,PERSONAL,14.01,0.17,686,No,24,58598,10000,4,0
female,Associate,2,RENT,DEBTCONSOLIDATION,15.74,0.14,589,Yes,26,72915,10000,4,0
female,Bachelor,4,MORTGAGE,VENTURE,13.9,0.1,672,Yes,23,239139,24212,4,0
male,Bachelor,7,RENT,HOMEIMPROVEMENT,9.15,0.02,602,No,27,124222,1901,8,0
male,Associate,2,MORTGAGE,PERSONAL,11.27,0.06,610,No,26,57355,3610,3,0
female,High School,4,OWN,VENTURE,12.31,0.03,582,Yes,26,68291,2177,5,0
female,Bachelor,7,MORTGAGE,HOMEIMPROVEMENT,8.92,0.35,696,Yes,28,46835,16500,4,0
female,High School,0,MORTGAGE,PERSONAL,9.91,0.15,580,Yes,23,65422,10000,3,0
female,High School,4,RENT,HOMEIMPROVEMENT,10.77,0.07,661,Yes,28,85247,6000,9,0
female,Bachelor,6,MORTGAGE,EDUCATION,12.2,0.04,717,No,29,130702,5000,7,0
female,High School,7,RENT,MEDICAL,7.14,0.06,683,No,30,48885,3000,7,0
male,Associate,1,RENT,MEDICAL,6.7,0.2,697,Yes,26,29420,6000,4,0
male,High School,3,MORTGAGE,VENTURE,7.83,0.14,618,No,28,145567,20000,8,0
male,Bachelor,7,RENT,DEBTCONSOLIDATION,13.05,0.1,655,Yes,29,55104,5377,7,0
male,Bachelor,7,MORTGAGE,HOMEIMPROVEMENT,13.82,0.15,660,Yes,31,111357,17103,10,0
female,High School,8,MORTGAGE,VENTURE,8.67,0.07,570,Yes,27,163152,10943,7,0
female,High School,0,MORTGAGE,EDUCATION,8.3,0.21,611,Yes,24,47073,10000,3,0
female,Associate,7,MORTGAGE,MEDICAL,6.89,0.02,560,Yes,33,73195,1500,6,0
male,Master,4,MORTGAGE,VENTURE,9.18,0.48,668,Yes,29,35468,17078,5,0
female,Associate,6,RENT,EDUCATION,9.86,0.21,651,Yes,31,72970,15000,8,0
male,Associate,8,MORTGAGE,VENTURE,10.43,0.05,679,Yes,32,104085,4875,8,0
female,High School,15,MORTGAGE,MEDICAL,7.8,0.06,585,Yes,40,150890,8845,12,0
male,Associate,6,MORTGAGE,MEDICAL,11.11,0.06,525,Yes,30,144441,9000,10,0
female,Associate,4,MORTGAGE,EDUCATION,7.97,0.04,635,Yes,29,241296,10000,10,0
male,Master,18,RENT,EDUCATION,13.35,0.08,638,Yes,41,52600,4000,16,0
female,Bachelor,0,MORTGAGE,EDUCATION,13.48,0.12,655,Yes,24,96945,12000,4,0
male,Bachelor,5,RENT,PERSONAL,11.13,0.09,678,Yes,25,55727,5000,3,0
female,Associate,1,MORTGAGE,MEDICAL,5.55,0.16,697,Yes,23,44360,7217,3,0
female,Master,4,MORTGAGE,EDUCATION,8.06,0.1,600,Yes,25,100784,10000,6,0
male,Bachelor,6,MORTGAGE,VENTURE,7.96,0.13,666,No,32,113994,14779,5,0
male,Associate,15,MORTGAGE,EDUCATION,10.91,0.15,657,Yes,37,77537,12000,14,0
male,Bachelor,17,MORTGAGE,PERSONAL,12.0,0.08,613,Yes,36,156869,12000,14,0
male,Bachelor,1,MORTGAGE,DEBTCONSOLIDATION,10.27,0.1,652,Yes,24,154359,15000,4,0
male,High School,0,RENT,DEBTCONSOLIDATION,11.7,0.09,626,Yes,24,58628,5000,2,0
male,High School,19,MORTGAGE,EDUCATION,10.96,0.14,707,No,40,145043,20000,11,0
male,Associate,0,RENT,MEDICAL,10.72,0.23,613,Yes,22,24866,5600,5,0
male,Associate,0,RENT,PERSONAL,12.49,0.15,683,No,23,95341,13961,4,0
male,High School,7,RENT,VENTURE,14.79,0.03,690,Yes,30,60928,2000,8,0
female,Master,7,MORTGAGE,MEDICAL,8.1,0.07,671,Yes,31,147806,10000,6,0
female,Associate,10,MORTGAGE,PERSONAL,5.47,0.08,608,Yes,32,120889,9946,8,0
female,High School,2,MORTGAGE,EDUCATION,8.4,0.31,636,Yes,27,114271,35000,4,0
female,Bachelor,0,RENT,VENTURE,10.32,0.1,648,Yes,23,59709,6000,3,0
male,Associate,14,MORTGAGE,PERSONAL,14.55,0.04,659,Yes,36,90948,4000,6,0
female,Bachelor,0,RENT,MEDICAL,10.45,0.19,661,Yes,22,37031,7000,4,0
male,Master,7,RENT,MEDICAL,6.78,0.05,686,No,29,88275,4293,6,0
male,High School,4,RENT,DEBTCONSOLIDATION,8.25,0.11,559,Yes,24,50016,5553,4,0
male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,9.69,0.21,642,Yes,24,58335,12000,3,0
female,Bachelor,5,RENT,EDUCATION,10.73,0.15,538,Yes,26,54735,8000,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,6.4,0.07,589,Yes,25,108777,8000,3,0
male,High School,5,RENT,DEBTCONSOLIDATION,7.65,0.02,631,Yes,26,72992,1200,4,0
female,Bachelor,8,RENT,PERSONAL,12.0,0.08,666,Yes,29,103093,8000,6,0
female,Bachelor,3,RENT,EDUCATION,12.57,0.09,623,Yes,25,46106,3964,7,0
female,Bachelor,0,MORTGAGE,EDUCATION,8.61,0.15,643,Yes,23,108522,16000,3,0
female,Associate,2,RENT,EDUCATION,10.99,0.11,625,Yes,26,70402,8000,6,0
male,High School,17,MORTGAGE,EDUCATION,6.97,0.06,715,No,43,166259,9902,14,0
male,Associate,4,MORTGAGE,DEBTCONSOLIDATION,7.29,0.07,666,No,27,101499,7000,10,0
female,High School,0,RENT,DEBTCONSOLIDATION,11.78,0.15,547,Yes,23,48893,7500,3,0
male,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,8.69,0.11,670,Yes,28,99907,10895,8,0
male,Master,2,RENT,PERSONAL,9.17,0.12,663,Yes,25,41878,5000,4,0
female,High School,2,MORTGAGE,DEBTCONSOLIDATION,12.86,0.03,497,Yes,25,76716,2500,4,0
female,Master,0,MORTGAGE,VENTURE,10.74,0.08,661,Yes,23,72816,5600,5,0
male,Master,3,RENT,EDUCATION,12.19,0.06,606,Yes,24,79460,5000,3,0
female,High School,6,MORTGAGE,PERSONAL,13.02,0.07,684,No,28,96864,7000,4,0
male,Associate,8,RENT,VENTURE,9.54,0.07,603,Yes,27,74305,5000,6,0
female,Master,6,OWN,VENTURE,13.88,0.33,648,Yes,27,72733,24250,5,0
male,Bachelor,16,MORTGAGE,MEDICAL,8.92,0.05,608,Yes,38,78810,3600,15,0
female,High School,4,RENT,MEDICAL,12.64,0.05,586,No,29,26963,1261,6,0
female,High School,17,MORTGAGE,PERSONAL,11.83,0.13,659,Yes,40,180659,24182,15,0
male,Bachelor,0,MORTGAGE,PERSONAL,12.91,0.05,603,Yes,25,109337,6000,4,0
male,Bachelor,0,MORTGAGE,PERSONAL,11.57,0.22,632,Yes,25,120794,26264,4,0
male,Doctorate,3,RENT,MEDICAL,9.23,0.14,696,No,27,29134,4000,5,0
female,Bachelor,2,RENT,MEDICAL,10.81,0.07,627,No,26,74077,5000,4,0
female,Bachelor,8,RENT,PERSONAL,11.38,0.11,588,Yes,28,71320,8000,6,0
male,Master,0,RENT,VENTURE,15.09,0.25,655,Yes,27,61068,15000,5,0
male,Associate,4,RENT,EDUCATION,7.77,0.14,615,Yes,24,35566,5000,2,0
female,High School,16,MORTGAGE,HOMEIMPROVEMENT,11.01,0.1,655,No,42,181167,18393,17,0
male,Associate,2,RENT,MEDICAL,10.93,0.2,687,Yes,25,59144,12000,3,0
male,Bachelor,12,RENT,VENTURE,15.17,0.17,640,Yes,35,28953,4991,9,0
male,Associate,10,MORTGAGE,PERSONAL,6.56,0.06,652,Yes,29,96717,6000,10,0
male,Master,3,MORTGAGE,MEDICAL,7.38,0.1,699,Yes,24,97029,10000,2,0
male,Bachelor,6,MORTGAGE,DEBTCONSOLIDATION,8.15,0.11,697,Yes,30,120782,13000,9,0
female,Associate,15,MORTGAGE,VENTURE,7.4,0.05,665,No,36,93453,4459,12,0
female,Master,2,MORTGAGE,DEBTCONSOLIDATION,6.43,0.06,695,No,24,93699,5898,4,0
female,Bachelor,2,MORTGAGE,VENTURE,10.33,0.11,631,Yes,26,113039,12000,5,0
female,Associate,2,RENT,MEDICAL,8.3,0.04,676,Yes,25,54915,2000,4,0
female,Bachelor,11,MORTGAGE,MEDICAL,16.36,0.14,649,No,33,124321,18000,7,0
male,Doctorate,18,MORTGAGE,PERSONAL,12.77,0.1,714,Yes,41,131635,12670,11,0
male,Bachelor,10,RENT,MEDICAL,10.2,0.15,565,Yes,31,123457,18000,10,0
male,Associate,9,MORTGAGE,MEDICAL,5.83,0.05,592,Yes,30,42920,2000,9,0
female,Bachelor,6,MORTGAGE,MEDICAL,11.47,0.06,680,No,32,85210,5000,6,0
male,Bachelor,11,MORTGAGE,VENTURE,6.8,0.11,636,No,31,138990,15000,8,0
female,Associate,0,RENT,MEDICAL,8.64,0.13,604,Yes,22,31213,4000,4,0
female,High School,0,MORTGAGE,VENTURE,7.58,0.08,686,No,24,120854,10000,3,0
male,High School,15,RENT,EDUCATION,9.25,0.15,659,Yes,38,61304,9200,11,0
female,Associate,0,RENT,DEBTCONSOLIDATION,7.25,0.09,624,No,26,38336,3508,4,0
female,Bachelor,2,RENT,MEDICAL,14.8,0.04,674,No,23,94444,4107,4,0
male,Bachelor,1,MORTGAGE,MEDICAL,6.21,0.12,702,No,25,103160,12000,3,0
male,Associate,4,MORTGAGE,EDUCATION,11.01,0.1,666,No,25,97037,10000,4,0
male,Associate,0,RENT,EDUCATION,11.59,0.05,631,Yes,22,51172,2500,3,0
female,Master,8,RENT,PERSONAL,11.58,0.1,693,No,30,51274,5000,10,0
male,High School,4,RENT,EDUCATION,8.32,0.14,636,Yes,23,85100,12000,4,0
male,Master,2,MORTGAGE,PERSONAL,7.0,0.09,706,Yes,26,72928,6481,5,0
female,Master,3,RENT,EDUCATION,10.99,0.09,580,Yes,27,100867,9548,3,0
female,High School,5,MORTGAGE,PERSONAL,11.18,0.23,641,No,25,124869,29194,2,0
female,Associate,0,RENT,EDUCATION,11.99,0.05,614,No,23,29436,1500,3,0
female,High School,6,RENT,MEDICAL,10.68,0.13,651,No,29,61078,8000,8,0
female,High School,11,MORTGAGE,VENTURE,10.57,0.04,591,Yes,35,111262,4972,10,0
female,Associate,5,MORTGAGE,EDUCATION,11.83,0.08,582,Yes,26,103683,7801,3,0
male,Associate,5,MORTGAGE,MEDICAL,11.26,0.09,633,Yes,24,109249,9500,4,0
male,Master,2,MORTGAGE,VENTURE,13.75,0.07,666,Yes,24,59470,4000,4,0
male,High School,3,MORTGAGE,PERSONAL,7.59,0.08,623,Yes,24,91257,7000,3,0
male,Master,3,MORTGAGE,PERSONAL,10.56,0.12,606,No,26,56138,6483,4,0
male,High School,7,RENT,PERSONAL,12.21,0.05,628,No,26,59668,3000,5,0
male,High School,1,RENT,MEDICAL,9.81,0.12,625,No,24,65754,8000,4,0
female,Associate,0,MORTGAGE,MEDICAL,10.86,0.28,640,No,23,44155,12163,4,0
female,Master,2,MORTGAGE,PERSONAL,10.36,0.14,639,No,24,144840,20000,4,0
female,Associate,2,RENT,MEDICAL,7.31,0.1,599,No,25,52480,5000,5,0
female,Associate,0,RENT,DEBTCONSOLIDATION,10.88,0.16,652,Yes,22,37013,6000,3,0
female,Associate,1,MORTGAGE,EDUCATION,7.1,0.05,601,Yes,23,75558,4000,4,0
male,Associate,13,RENT,VENTURE,7.51,0.14,616,Yes,38,73109,10000,13,0
female,Master,11,RENT,MEDICAL,11.63,0.22,688,Yes,35,54917,12000,8,0
male,High School,19,MORTGAGE,DEBTCONSOLIDATION,11.05,0.04,512,Yes,39,143628,5128,11,0
female,Bachelor,9,MORTGAGE,DEBTCONSOLIDATION,15.87,0.14,671,No,30,124245,17617,6,0
male,Associate,8,OWN,VENTURE,11.05,0.03,659,Yes,32,22330,563,6,0
female,High School,0,MORTGAGE,EDUCATION,14.91,0.17,650,Yes,24,86610,15000,3,0
male,Associate,4,MORTGAGE,DEBTCONSOLIDATION,11.56,0.16,680,No,26,157354,25670,5,0
female,Associate,3,RENT,EDUCATION,15.56,0.19,699,Yes,28,125207,24085,7,0
female,Bachelor,7,RENT,VENTURE,11.07,0.08,652,No,32,64748,5000,8,0
male,Master,9,MORTGAGE,HOMEIMPROVEMENT,11.2,0.23,589,No,32,75063,17000,9,0
male,Bachelor,3,MORTGAGE,HOMEIMPROVEMENT,10.42,0.16,676,No,26,73080,12000,3,0
female,Bachelor,2,MORTGAGE,DEBTCONSOLIDATION,10.71,0.02,620,No,24,116804,1896,3,0
female,High School,0,RENT,MEDICAL,9.79,0.19,593,Yes,22,37046,7000,3,0
male,High School,13,MORTGAGE,HOMEIMPROVEMENT,11.01,0.28,667,No,32,124344,35000,9,0
male,Master,0,RENT,EDUCATION,9.67,0.03,571,Yes,23,36847,1200,3,0
female,Master,4,MORTGAGE,DEBTCONSOLIDATION,7.29,0.18,706,Yes,27,63792,11469,9,0
female,High School,0,RENT,MEDICAL,11.63,0.14,653,No,23,34746,5000,3,0
female,Bachelor,5,MORTGAGE,PERSONAL,6.99,0.05,577,Yes,30,63589,3200,8,0
male,Master,9,MORTGAGE,EDUCATION,13.38,0.07,720,Yes,34,123491,8672,10,0
male,High School,14,RENT,MEDICAL,12.99,0.03,625,Yes,38,90240,3000,14,0
male,High School,4,MORTGAGE,VENTURE,10.24,0.08,567,Yes,29,78672,6500,7,0
male,Bachelor,0,OWN,MEDICAL,8.15,0.08,630,Yes,22,29944,2500,2,0
male,Bachelor,8,MORTGAGE,VENTURE,8.43,0.03,679,No,27,163587,5000,8,0
male,Associate,17,MORTGAGE,PERSONAL,10.49,0.03,662,Yes,41,143715,5000,11,0
female,Bachelor,5,MORTGAGE,HOMEIMPROVEMENT,12.03,0.05,629,Yes,27,102644,5500,8,0
male,Bachelor,26,RENT,MEDICAL,8.54,0.06,620,Yes,50,72936,4393,26,0
male,Bachelor,8,MORTGAGE,DEBTCONSOLIDATION,9.54,0.09,559,Yes,28,80458,7000,6,0
female,Bachelor,20,RENT,PERSONAL,10.8,0.11,564,Yes,41,74533,8513,14,0
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,7.33,0.1,694,Yes,23,72729,7000,4,0
female,Bachelor,9,MORTGAGE,HOMEIMPROVEMENT,7.74,0.08,611,Yes,33,168679,12974,9,0
male,High School,2,MORTGAGE,MEDICAL,11.29,0.12,640,Yes,26,81254,10000,3,0
female,Bachelor,9,MORTGAGE,HOMEIMPROVEMENT,9.05,0.04,665,Yes,32,63579,2514,10,0
female,Master,4,MORTGAGE,PERSONAL,8.28,0.05,677,Yes,28,187574,10316,6,0
male,Bachelor,8,OWN,EDUCATION,11.01,0.33,608,Yes,28,71830,23500,7,0
female,Master,11,RENT,VENTURE,9.84,0.15,564,Yes,33,64600,9600,9,0
female,Master,7,MORTGAGE,VENTURE,7.29,0.1,614,Yes,30,99330,10000,5,0
female,Associate,2,RENT,EDUCATION,6.57,0.2,670,Yes,24,61239,12000,4,0
female,High School,4,RENT,VENTURE,9.0,0.02,581,Yes,27,62285,1154,8,0
male,High School,3,MORTGAGE,MEDICAL,13.9,0.11,612,No,28,87575,9500,7,0
female,High School,4,RENT,VENTURE,9.33,0.1,627,Yes,28,60960,6400,7,0
male,Master,7,MORTGAGE,HOMEIMPROVEMENT,8.78,0.08,617,Yes,29,46775,3942,4,0
male,Master,7,RENT,DEBTCONSOLIDATION,11.25,0.06,712,No,29,103110,6000,5,0
male,Associate,1,RENT,PERSONAL,13.49,0.06,666,Yes,26,79255,4800,3,0
female,Master,0,RENT,PERSONAL,12.63,0.17,622,No,22,42790,7200,3,0
male,Bachelor,5,RENT,VENTURE,8.48,0.02,649,Yes,27,146349,3238,8,0
male,Associate,7,RENT,MEDICAL,9.97,0.1,683,No,29,61687,6000,7,0
male,Master,8,RENT,HOMEIMPROVEMENT,10.95,0.11,613,Yes,31,75448,8000,10,0
male,Associate,0,MORTGAGE,EDUCATION,6.03,0.05,602,No,26,102969,5000,5,0
female,Bachelor,22,RENT,EDUCATION,7.66,0.12,696,Yes,42,85107,10000,13,0
female,Associate,12,MORTGAGE,PERSONAL,9.8,0.2,609,No,35,84832,17000,6,0
male,Master,6,RENT,EDUCATION,11.98,0.06,691,Yes,28,81547,5000,9,0
female,High School,0,RENT,MEDICAL,10.2,0.12,594,Yes,22,120983,14364,3,0
female,Associate,7,RENT,PERSONAL,10.82,0.11,653,Yes,30,30999,3500,10,0
male,Master,6,RENT,PERSONAL,10.15,0.14,713,Yes,30,31278,4480,7,0
female,Bachelor,7,MORTGAGE,PERSONAL,8.96,0.2,641,Yes,30,49876,10000,6,0
male,Bachelor,4,MORTGAGE,PERSONAL,13.91,0.02,666,Yes,28,51267,1200,5,0
female,Associate,0,MORTGAGE,VENTURE,8.55,0.03,628,Yes,24,144971,3727,3,0
male,Master,0,MORTGAGE,VENTURE,5.71,0.22,718,No,23,37200,8000,4,0
male,Bachelor,7,RENT,MEDICAL,13.57,0.03,587,No,26,157473,4550,3,0
male,High School,1,MORTGAGE,PERSONAL,14.19,0.17,538,Yes,24,58453,10000,4,0
female,Associate,14,RENT,EDUCATION,11.61,0.03,647,No,36,103110,3521,12,0
male,Associate,4,MORTGAGE,PERSONAL,8.85,0.09,697,No,25,95624,8814,4,0
male,High School,6,RENT,EDUCATION,10.22,0.09,650,No,28,57666,5000,6,0
male,High School,15,RENT,PERSONAL,14.64,0.2,625,Yes,37,29124,5870,11,0
female,High School,2,MORTGAGE,EDUCATION,12.87,0.08,626,Yes,24,121115,10000,4,0
male,Bachelor,11,OWN,MEDICAL,15.54,0.15,708,No,30,54579,8000,9,0
female,Bachelor,0,RENT,HOMEIMPROVEMENT,7.87,0.08,615,Yes,23,64668,5000,5,0
female,Associate,7,RENT,MEDICAL,8.85,0.07,537,Yes,27,83858,6141,4,0
male,High School,2,RENT,VENTURE,9.88,0.06,649,Yes,26,69569,4000,4,0
male,Master,3,MORTGAGE,EDUCATION,7.07,0.17,663,No,27,68774,12000,6,0
female,Associate,17,MORTGAGE,HOMEIMPROVEMENT,8.26,0.08,541,Yes,41,70737,6000,12,0
female,High School,1,RENT,PERSONAL,11.14,0.1,517,Yes,25,106179,11000,3,0
female,High School,6,MORTGAGE,VENTURE,7.98,0.28,547,No,29,69704,19611,8,0
female,Associate,4,MORTGAGE,EDUCATION,10.39,0.22,681,Yes,28,155143,34375,4,0
female,Bachelor,2,MORTGAGE,PERSONAL,13.22,0.14,599,Yes,26,138886,18947,5,0
male,High School,11,OWN,HOMEIMPROVEMENT,13.43,0.21,635,No,31,120997,25000,9,0
female,High School,8,MORTGAGE,VENTURE,14.28,0.06,662,No,28,251935,15000,7,0
female,High School,0,MORTGAGE,MEDICAL,10.59,0.15,566,Yes,25,121096,17600,3,0
male,Bachelor,2,RENT,VENTURE,8.81,0.05,661,Yes,25,66584,3000,5,0
male,Master,1,RENT,VENTURE,14.16,0.2,584,Yes,27,48657,9600,5,0
male,High School,9,MORTGAGE,MEDICAL,7.71,0.08,502,Yes,30,65750,5000,7,0
female,Bachelor,6,RENT,DEBTCONSOLIDATION,7.53,0.02,605,No,29,51565,1200,8,0
female,Bachelor,0,RENT,VENTURE,12.01,0.19,660,Yes,23,30045,5559,4,0
male,Bachelor,0,RENT,EDUCATION,13.68,0.1,643,Yes,22,64776,6509,4,0
female,Bachelor,6,RENT,MEDICAL,7.36,0.07,625,No,28,90894,6000,5,0
female,Bachelor,3,RENT,EDUCATION,7.51,0.16,715,No,28,31023,5000,8,0
male,Associate,1,MORTGAGE,EDUCATION,10.36,0.28,619,No,22,63456,18000,4,0
female,Associate,1,MORTGAGE,EDUCATION,13.42,0.28,526,Yes,26,54748,15098,6,0
female,Bachelor,3,RENT,MEDICAL,14.29,0.21,646,Yes,26,56286,12000,5,0
female,Associate,0,RENT,MEDICAL,7.51,0.12,676,Yes,25,58583,7000,3,0
male,Bachelor,2,MORTGAGE,HOMEIMPROVEMENT,14.29,0.13,672,Yes,23,43965,5500,3,0
female,High School,3,RENT,MEDICAL,10.99,0.05,652,No,26,114925,5970,3,0
male,Master,17,RENT,HOMEIMPROVEMENT,14.62,0.12,734,No,35,84794,10000,8,0
female,High School,8,RENT,DEBTCONSOLIDATION,10.46,0.07,553,Yes,31,90691,6500,10,0
male,Master,4,RENT,VENTURE,11.23,0.16,674,No,25,73934,12000,4,0
male,Associate,6,MORTGAGE,PERSONAL,7.49,0.09,674,Yes,25,108852,10000,3,0
male,Bachelor,0,MORTGAGE,VENTURE,8.62,0.09,580,Yes,22,65434,6000,3,0
male,Associate,11,RENT,DEBTCONSOLIDATION,9.26,0.06,679,No,34,64413,3592,7,0
male,Master,7,MORTGAGE,EDUCATION,11.83,0.08,713,No,29,241856,18338,9,0
male,Associate,5,MORTGAGE,PERSONAL,8.64,0.08,628,No,31,183013,15000,8,0
male,Master,9,RENT,HOMEIMPROVEMENT,9.07,0.08,588,Yes,29,72096,6000,9,0
female,High School,5,MORTGAGE,EDUCATION,11.53,0.02,552,Yes,24,144954,2464,3,0
male,Bachelor,1,RENT,DEBTCONSOLIDATION,6.3,0.02,622,No,26,65917,1316,6,0
female,Associate,3,RENT,EDUCATION,10.05,0.09,608,Yes,25,100241,8949,6,0
male,Bachelor,0,RENT,EDUCATION,10.76,0.13,571,Yes,23,76524,9591,5,0
male,Bachelor,11,MORTGAGE,EDUCATION,7.55,0.01,646,No,36,101790,1000,16,0
female,Associate,2,MORTGAGE,DEBTCONSOLIDATION,8.68,0.05,675,No,26,90783,4200,7,0
male,Bachelor,0,MORTGAGE,EDUCATION,13.95,0.07,585,Yes,24,99273,7057,4,0
female,High School,0,RENT,EDUCATION,10.11,0.11,669,No,22,54936,6000,4,0
male,Associate,2,RENT,MEDICAL,14.13,0.08,628,No,27,41361,3259,5,0
male,Bachelor,1,MORTGAGE,EDUCATION,7.12,0.2,599,No,24,127579,25000,5,0
female,Bachelor,4,RENT,DEBTCONSOLIDATION,8.16,0.04,718,Yes,29,45963,1638,7,0
female,Bachelor,1,RENT,VENTURE,7.25,0.1,606,Yes,24,15176,1500,3,0
female,High School,7,MORTGAGE,MEDICAL,9.43,0.12,587,Yes,28,63590,7500,6,0
female,Associate,2,MORTGAGE,PERSONAL,11.01,0.15,608,Yes,25,51884,8000,4,0
female,Associate,2,MORTGAGE,EDUCATION,7.93,0.2,605,Yes,26,99282,20000,5,0
female,Bachelor,2,RENT,EDUCATION,7.25,0.16,546,Yes,24,44255,7000,4,0
male,High School,16,RENT,EDUCATION,9.26,0.17,700,Yes,41,48371,8000,15,0
male,Bachelor,6,MORTGAGE,VENTURE,6.54,0.13,568,Yes,27,120919,16000,5,0
female,High School,1,RENT,PERSONAL,7.33,0.06,632,Yes,28,49107,3000,10,0
female,High School,0,RENT,PERSONAL,14.61,0.1,583,No,24,193240,20000,3,0
male,Master,8,RENT,MEDICAL,12.05,0.04,729,No,29,120894,5000,8,0
male,Bachelor,3,RENT,DEBTCONSOLIDATION,10.88,0.13,681,Yes,25,72818,9600,3,0
male,Bachelor,3,RENT,VENTURE,7.01,0.08,683,No,29,106861,9000,10,0
female,Associate,14,RENT,VENTURE,5.62,0.05,662,No,36,49076,2500,11,0
male,Associate,11,RENT,MEDICAL,13.49,0.11,684,No,33,22665,2400,10,0
female,High School,2,RENT,DEBTCONSOLIDATION,12.26,0.06,641,Yes,24,63347,4000,4,0
female,Associate,1,RENT,PERSONAL,15.07,0.03,596,Yes,24,44231,1460,2,0
male,Associate,3,MORTGAGE,PERSONAL,8.96,0.05,663,Yes,26,65776,3527,3,0
